Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Cambodia,KHM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.828144271,9.588020007,0.152266221,0.672619675,0.910412295,0.873125712,0.945278707,1.135090389,0.662388793,0.857886556,0.842480395,0.947244358,0.798365021,0.72555948,0.572510292,0.571139372,0.814063918,0.9852528,1.071371625,4.041826242,6.008193174,5.717661106,5.365805927,5.064649819,5.148419466,6.241042667,6.732999343,6.918060155,7.187068095,10.58240874,9.66715949,8.711261215,
Kiribati,KIR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,45.45118267,43.73750956,49.26938261,56.9259035,48.40991099,44.24552096,42.25913207,46.05423078,38.98725389,40.11806228,33.61980717,24.91594488,26.45782536,29.25725078,30.97081112,27.34575321,33.36322971,41.21696232,44.44377844,38.23564828,47.18174236,43.9448703,37.64023236,32.22704313,32.52639626,27.98240895,25.50359991,25.47772612,18.30577112,15.9146342,18.37782958,14.17810952,13.98480197,16.20268681,16.59804209,16.31832375,22.18007285,28.8722626,25.06452266,22.73277078,28.35508113,29.75905509,26.08275854,18.62181642,26.6296259,
Lao PDR,LAO,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,11.58721698,9.204728438,10.63705151,11.53840199,13.54787355,20.21563222,8.598528967,6.177545824,4.777973597,8.314428768,4.94734651,7.602015708,8.058721219,6.337841921,6.307220606,9.468397217,7.953503799,8.986669165,19.69740607,22.05743343,22.92483465,17.7769215,16.66857573,16.08044159,14.30711688,15.40213611,13.07643938,12.83892659,8.983872446,10.89415389,9.434075574,9.094020634,10.71823031,11.1918964,11.93328364,15.05995513,14.13854873,29.07634149,12.68571827,12.50896916,
Lebanon,LBN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.28076208,26.37668588,34.58780959,24.2944056,26.72291579,24.45318207,17.8906917,44.19600905,46.24196584,47.89870743,51.77815806,50.24549475,56.87101532,58.68472261,65.52499037,70.12843071,72.58858803,80.28711945,106.6280562,62.50739603,28.6807544,34.47682232,
Liberia,LBR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,13.51233133,8.745124418,8.603687338,10.15651704,10.99152786,13.1049558,8.602779745,6.870190979,3.738167263,,,,,,,,,,,,,,,,,0.431179349,0.519694451,0.411316797,114.3867593,119.6800662,5.811780845,1.709978613,0.746069405,1.174086739,0.936034687,2.398258698,8.731828109,3.058784072,3.706042867,4.362112721,6.527037017,9.702364969,5.672207225,6.481076882,10.70083541,
Libya,LBY,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,1.439658946,1.422818076,1.304454628,1.113873435,1.2046307,1.118920641,1.420344036,1.432349064,2.059985027,2.20721499,3.531255083,3.52493814,3.372272404,3.165884308,3.080232812,3.58652247,3.738177517,4.153371272,4.914540763,7.753976929,7.351328729,5.97821379,7.268367023,4.851404765,5.58603686,7.29855199,6.510338695,8.793373192,6.155107433,5.530860108,5.651613925,5.429016811,4.176159682,3.901432415,6.979981653,5.121156015,4.452043304,4.286961697,4.08735275,8.785419944,6.024667233,3.881339071,4.663406456,
Latin America & Caribbean,LCN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65343792,8.005611255,8.674714673,7.130164959,6.974159656,4.594562312,4.864288439,4.343570263,5.434191143,6.985102787,10.04048012,10.98250894,10.1396994,12.03836776,12.68170761,12.83911802,17.48490164,11.85513388,11.40836371,
Liechtenstein,LIE,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,26.49072214,25.11973624,19.36169551,15.12112111,13.67283359,13.41559453,15.46251484,18.20385566,18.95868631,15.29159972,19.51278853,25.25347832,27.78971686,25.89658421,22.15605828,16.12614924,16.1735367,15.14699969,11.57112446,10.12379434,9.339215027,9.272937032,9.248245955,9.866640562,13.27765628,12.12286169,11.84573679,11.75198562,9.099508556,10.45816957,5.541532164,10.8346181,8.840415324,12.04170411,15.64008585,12.32878165,9.319971126,15.49984978,14.08227817,38.23208928,20.80143543,18.90886668,21.86907152,36.05472848,31.73289198,38.01331419,31.47844443,20.28962712,15.88098296,
Lower middle income,LMC,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,10.24440327,13.19607463,12.06558801,13.97584063,18.44440482,22.92630206,25.07533821,26.05372237,28.46744432,32.25552103,28.42258389,28.69586656,26.70868286,25.53781898,24.8042293,23.77556204,22.74277716,23.68570163,23.06262496,19.47344336,17.92880219,18.11565067,18.29390945,17.01927907,18.13557444,18.50513273,19.50911193,14.13155676,13.10980307,10.65188148,10.85262842,8.023383579,8.316329776,7.882098289,7.327166586,7.430785441,8.299864187,13.31750291,10.92089137,14.96554989,12.05280167,12.50826129,12.72710646,14.97666401,12.05918836,11.57784744,12.96229391,
Low & middle income,LMY,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,29.56108822,28.15161234,28.32151513,28.85629271,33.10288571,28.14841755,29.10734864,26.16321515,22.60557779,22.20180619,21.75651346,21.65517913,20.07230528,21.16875257,22.15226055,24.15576989,23.87960026,28.11382761,24.9592796,23.34249355,22.10634068,18.96038289,14.64212389,13.62366288,12.57675113,10.45294198,8.921956991,10.45251898,9.126071434,8.186603645,8.609889557,9.239188117,10.24322408,12.1872933,14.79088892,13.54079508,13.57322369,15.65874718,16.18304918,13.50669912,13.05158823,14.66412337,
Lesotho,LSO,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,0.713317052,0.315037106,0.229287197,0.469151478,0.873376698,1.499916582,1.481051525,2.341951188,4.724225983,3.612713946,6.740121707,4.696004184,3.52082462,5.071465465,4.662041799,4.195703444,4.50748305,5.235513096,5.322600514,5.403432008,6.094324666,5.589272097,6.530769229,8.55001768,10.15625043,7.492965476,8.15658842,7.733158498,5.459190963,3.670690341,5.714198516,3.057739179,5.904308046,2.231416425,2.595964553,2.092167984,2.090858547,2.450500843,3.221438485,3.15478597,3.778646525,3.938243456,3.347183849,4.207904816,4.494264387,5.163437088,5.911174611,4.926498473,8.895525999,
Late-demographic dividend,LTE,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,8.472034598,13.46894029,19.09323778,30.91994642,35.83645274,44.20927352,51.04636612,58.4389843,52.88400823,35.88392567,45.22387387,50.99486265,42.42127293,32.36130172,40.7297979,28.41282845,34.6523743,52.47362949,46.1059979,46.77037692,48.1102853,40.44356793,39.09674034,34.18608216,35.11614885,29.71896455,27.02874605,34.10810186,33.8399007,20.04462484,15.85277562,16.91834466,16.17736635,13.3271538,13.70576054,11.8546293,9.888538528,10.973687,15.85877727,12.94665152,10.57625517,11.07882529,10.10336095,9.28560362,9.534262555,13.84280326,13.80568956,10.11648275,9.220954902,
Monaco,MCO,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.081753534,7.879661487,8.19397301,11.73746146,23.1007608,32.31106138,22.49157543,18.88220179,25.08767281,12.67126646,18.36728948,13.63049581,17.71999934,14.13279837,16.56477198,16.92317541,14.50825518,12.69861965,15.0355514,15.86200369,14.22310528,12.63752284,12.8677526,11.40006482,13.18518752,13.37737062,17.4068915,13.68494813,10.03321561,19.01012541,
Madagascar,MDG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,29.87472414,16.58630357,3.291942249,37.75355363,4.802386806,7.862224642,19.35946806,27.62348465,28.73368367,23.04050839,31.00358039,42.28343773,52.26160458,56.78348714,52.51547038,50.23638294,45.87879362,32.94807298,19.02994476,14.89105084,9.917487582,7.703134113,10.51493969,32.12009493,18.00013445,21.35072149,13.93868568,6.521602495,5.730030122,8.526088795,8.883859752,5.912672215,3.647287512,1.501411643,1.446694647,2.49455384,2.793814933,1.820648965,2.497545908,2.27088263,2.774635726,4.4195317,3.594225074,3.153407716,2.94189421,3.052740358,5.031400128,4.944575794,4.557838447,6.101332538,
Maldives,MDV,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,5.682646094,1.405144498,0.82181365,3.405674899,5.283216623,9.599274386,22.59285583,11.24359726,12.09510035,6.509299661,7.470977944,6.307647472,4.802723069,3.998477254,3.202668901,3.864814176,3.419200499,3.360292179,3.123405621,6.993420014,3.659488669,3.991957661,4.223226915,4.617196864,4.315054905,3.689614984,4.182009568,6.32305427,5.700765246,4.041872452,4.676942586,5.7202665,3.643055803,3.411973025,3.352335352,4.147877975,5.376113494,4.38233377,4.277647128,4.847098258,12.19084873,12.17267734,17.4573601,20.07324186,13.53533396,10.11651008,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,66.0685856,45.78639663,47.83596214,52.5355046,46.80096991,46.59244732,45.2481308,45.75536502,34.17635026,38.91061124,34.22660255,21.76715366,24.63231374,35.65208722,37.68694662,27.04371054,39.22352793,51.04369582,47.34097427,21.90830742,23.30304558,31.87210461,26.96491358,20.96563862,17.37859737,18.74152902,15.16810628,19.55260882,12.4877443,12.47509068,12.80487004,9.601547268,10.79246741,17.14564615,9.384971053,10.69717719,12.53871701,18.85343582,14.28195742,11.62186845,13.30211391,15.73592053,14.47440625,8.673631893,8.083239947,
Marshall Islands,MHL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,29.65566383,28.26125374,28.07467621,28.82005003,33.04810197,28.07813422,29.03037856,25.94207005,22.42227869,22.23049409,21.86405074,21.75684179,20.15408381,21.29511846,22.29064245,24.31747581,24.03028426,28.33847608,25.17666514,23.54964153,22.26905575,19.07701907,14.72155139,13.69910702,12.63054616,10.47307284,8.944165891,10.49542829,9.184209666,8.226730034,8.657156339,9.281611236,10.27901106,12.20766271,14.8281446,13.57348237,13.58737969,15.68794797,16.21656913,13.46015114,13.06219475,14.69919201,
North Macedonia,MKD,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.438400643,12.04102835,15.32669969,14.27697334,11.78741572,18.33990132,23.07439704,17.94518776,16.0800981,12.53841633,21.06027774,18.47484595,10.1119202,16.8594821,16.41670463,19.03324727,15.44790856,26.40188529,17.14999595,21.59587849,16.07208941,14.39024775,17.09950982,9.695065218,16.45270023,16.45448298,10.52017707,15.90023835,
Mali,MLI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,4.983203664,6.146662354,6.246313699,6.444115819,6.866508803,6.230970728,10.37764051,10.26635703,9.714228322,13.25892774,22.28468493,22.27322358,20.34768576,24.34746537,19.72215935,15.33359245,9.719205145,12.43793233,16.50444621,21.346295,16.13639473,21.12286088,12.82454897,12.26170221,14.96289834,14.08883207,8.930859384,7.502925755,6.470384563,7.892514413,6.867114879,4.361784466,3.173685061,2.594744151,3.087230517,2.746435522,2.460084664,1.761129276,3.267172549,3.268415253,3.500011525,3.928405469,4.601373439,4.174826703,4.974082927,4.817820137,5.274383648,5.114170344,5.686305701,
Malta,MLT,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,22.00798668,19.96053899,24.54898233,29.53864034,27.65002309,25.78939936,27.61020219,38.76874519,41.81829485,54.71965499,67.25501254,71.6209506,58.93386154,67.647698,18.77361806,27.69423966,8.474890979,13.25742956,14.7306768,20.08931518,12.57316324,8.434609185,5.747316502,5.530538717,0.968683711,0.634869537,0.731178086,0.735903366,0.735160714,0.648443596,1.222863194,1.331637878,1.374986555,1.75654433,3.080515094,2.501223891,11.84277064,19.85892839,4.447544814,3.443554,5.296170685,4.359239417,4.892425323,3.682476262,3.897944414,7.130221459,7.028183243,6.992287135,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.08486525,12.982982,11.58420732,9.64162585,11.51076558,6.521965943,5.218829925,7.174705234,6.37633474,5.690586847,5.279017115,6.113731058,6.98082908,8.856862686,11.33049529,9.490682174,8.706755755,10.84644243,15.82050383,12.48196715,8.315830977,9.526130775,
Montenegro,MNE,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.775325214,3.41822306,4.123377157,5.546419436,12.27139305,16.32726546,19.94795782,31.49537385,40.16459318,37.71922966,17.9856505,32.71071317,25.09062873,45.00760556,30.71601907,26.7537266,18.52626343,
Mongolia,MNG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.30357861,6.523600357,10.74085361,10.18223992,10.72160847,10.03986708,5.646611703,4.524406718,6.614756472,7.173030601,7.416847831,34.07064661,3.47808172,3.019985202,2.468309078,2.21936228,2.62009244,5.348594395,7.018956804,5.368563344,26.35878735,30.83195492,21.96825767,35.18518316,25.73885858,53.76214002,96.47571217,127.5806621,33.32009463,28.75442245,35.12995278,30.38539097,
Northern Mariana Islands,MNP,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,7.826769116,34.46284545,54.59980036,23.52000504,27.08372758,29.14684044,26.19020467,22.62894125,22.85403316,32.92480554,31.18129201,34.51056086,26.03938208,19.16996989,18.14744382,17.89299113,14.46128016,23.10976463,22.37093764,23.01782755,,18.46915869,20.97017552,38.73317661,18.60926384,18.60092863,7.005846738,13.76292805,6.55646253,11.17069042,13.88823653,24.03505092,28.91426514,25.06453892,28.3338946,32.15586599,26.09905152,105.0223481,60.04299451,45.10184747,
Mauritania,MRT,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,22.16563419,37.63823703,22.37671357,16.81530058,32.92339692,17.6105432,22.56869649,18.62613741,15.21176932,20.18779492,25.36004883,22.33315495,27.25329866,27.83176181,21.21390445,30.70762791,20.85297268,20.28188786,30.17190694,24.73036934,23.11918424,22.71184728,24.68663778,27.84111447,,,,,,,9.31150126,6.331782715,8.166402288,3.289858366,5.122995846,5.176079225,4.361920128,5.202218649,5.77048069,10.86971226,14.15286847,15.02340898,15.73216506,17.41707209,14.03179464,9.984003573,12.38010011,8.046777133,9.4226769,
Mauritius,MUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,2.403109499,2.873311557,3.81833798,5.088197297,7.641672417,15.45519865,17.27439623,23.16819405,25.20556394,23.66568962,14.4211711,10.40628354,14.14890886,9.694633078,8.502917868,8.999164045,8.994357257,6.337847592,7.258306306,8.730738814,6.378881018,7.837555425,8.135278462,6.126676008,16.98012561,5.813644197,7.727778851,23.91112653,17.77852012,20.51240132,31.90786273,30.47307944,22.98957791,42.76910631,21.70598496,20.61487842,40.94550366,20.31807603,43.32825276,32.9187432,12.82491849,17.00437419,22.56784792,20.84487568,22.9375896,20.94856794,4.606563573,14.01509958,
Malawi,MWI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,10.74920854,20.11525539,17.78735935,27.78033708,36.04119585,35.02609516,29.26362412,31.06795269,39.84266069,53.69638846,37.43235915,30.88844052,30.91665737,29.31753184,24.8715473,24.85917179,22.37577968,22.48624836,24.94001234,15.90833672,14.38968203,14.86335777,14.0910011,13.50482607,9.526561053,7.720816896,6.742220303,10.54277729,12.50168866,8.879058408,3.831369566,3.121442073,2.86003642,1.686238345,1.41560077,2.058667494,3.14397501,4.105510734,5.532536264,6.385045786,6.379663875,7.203392914,6.682560603,7.448972101,6.829213701,9.184345367,9.727101587,
Malaysia,MYS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,2.880039854,4.718225471,4.517807459,3.946910255,13.39890594,14.01808314,21.92769055,31.89415954,55.61781247,37.13454903,27.04500882,33.96148224,30.56421582,29.50207134,34.93757207,27.75570451,17.84210834,25.4454289,12.51941379,25.19299786,24.24652921,17.06152382,14.69699331,20.19536393,16.22314107,9.537917926,7.940910281,8.448143336,7.666213584,8.767000836,7.210687587,6.721961201,26.467505,3.789472095,2.566141857,3.149776133,1.984272286,2.279368629,2.492841547,4.057362656,6.169021753,6.177599908,8.321342157,8.715525111,7.984754905,9.367146605,13.29096579,13.59425326,18.18672063,14.14382427,
Nigeria,NGA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,1.039616977,1.282490107,2.173911133,4.145624496,9.196012325,16.22593237,23.61050788,32.94425264,32.78034276,38.0388323,14.1306333,30.36500821,24.69285078,22.59634628,22.0563706,18.57413602,13.39577288,18.94680675,14.73071441,13.13698977,8.712028872,13.0743181,7.605614971,9.0257081,13.13901654,8.401681456,6.189010015,4.841495147,16.39650703,11.579244,2.372559224,0.889151874,1.09157334,0.716261664,0.676956098,0.852085184,1.046363197,2.74426131,4.784783315,12.8052871,7.401720809,8.459320065,9.240120376,13.27133385,15.27471716,11.27758172,14.67478147,
Nicaragua,NIC,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,15.58902616,15.34485324,9.689682831,23.69922498,39.78834121,45.82036472,22.05919992,19.34268006,21.72174131,15.3192142,22.58541592,13.32013081,5.47942446,5.00470297,156.8581514,35.75039366,36.74225735,42.36763655,46.74900794,33.63682516,40.36567603,29.88428068,21.73387451,29.40470919,35.94858378,17.2048981,19.03512393,10.69866266,12.13999327,7.797979139,15.99909325,14.46155245,16.47231394,16.11691854,16.50348126,42.60272994,45.2100769,54.81873515,30.5058004,35.71366035,45.57212958,38.50290551,30.59597435,33.2837356,27.73609392,30.55740588,27.36182643,
Netherlands,NLD,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,1.111099972,2.858535126,6.579814168,2.759680918,2.872410543,3.681406321,6.847981682,6.98147754,6.491736518,7.048754849,8.433573041,9.000800895,11.05438893,16.0984875,14.99994929,11.65464691,9.306092102,8.700720209,8.04319069,7.913023476,6.644190343,7.040409528,8.087914189,8.173312826,7.597543114,7.870383568,10.29411069,10.29015243,9.14697842,8.455059711,10.19447924,8.870054531,8.423622857,10.0855637,10.55947475,9.175951982,10.25972846,8.818422578,8.134286935,8.4416495,9.299250737,8.480496685,7.224109582,8.253737752,12.20189141,9.854260775,10.21366438,12.20478342,
Nauru,NRU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,26.07599916,30.31070779,28.46385772,25.77295131,26.17582934,26.29377887,26.95046723,35.18005056,36.01879326,39.44763512,38.59892843,35.88642757,34.55747927,30.19316476,27.21709232,24.5110246,26.99480933,28.29368118,38.0636372,30.83840803,30.85786247,40.56107892,24.92706958,32.48358444,28.38834628,28.3609923,23.48843988,20.57828748,26.43289108,12.52551765,10.90650822,11.51030142,11.41400756,15.28315436,15.14013148,9.35880411,15.49744391,22.7860548,15.58352596,14.47505752,15.80086081,22.54835957,19.44804221,35.62605416,39.51193728,33.92432192,42.02243082,43.26084376,
Panama,PAN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
