Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
St. Vincent and the Grenadines,VCT,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,0.456615986,0.677410778,1.065797475,1.379348703,3.143108669,2.52844247,3.601081568,4.033759927,3.465157614,3.254709035,2.865546841,3.130547454,3.257716075,4.187856771,4.19606528,6.89446998,7.425596322,6.157007868,6.575533217,7.628204428,7.244384932,7.981290993,7.141880926,6.039370371,5.552740359,6.285960971,8.612590589,9.959061801,13.72238731,10.37834935,12.30640817,15.06222057,15.18074452,14.38427948,14.43717731,12.13520329,11.37907365,11.48986818,13.34576974,13.67404197,14.28657233,13.43891833,21.31032574,21.90611513,12.05478082,10.71791057,
"Venezuela, RB",VEN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.117985816,7.459088681,9.052122774,9.981575776,7.471825151,6.707956397,6.109527747,3.555915781,2.673828759,2.562313316,2.121557333,2.244548714,1.984014151,2.343473308,2.350434847,3.942514457,3.612293784,3.186063025,4.23766383,3.930030604,4.068683186,6.285826775,7.265674502,6.093787448,5.867213697,6.068893004,6.764819539,7.540425406,
Vanuatu,VUT,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,0.896582927,2.115717262,1.620795161,1.574590009,1.97448514,4.244350192,3.0127919,2.54656665,2.286280349,1.494541031,1.426475933,1.511547418,1.40677704,1.309112518,1.181173691,1.394209189,0.841941614,1.5314729,1.593804048,1.272881316,1.69340268,1.560227774,2.128768336,1.642361146,2.122288379,1.82171737,1.504652154,1.716477429,1.620495425,1.555709171,1.418296221,1.698683026,1.822825231,1.996006526,2.129853106,2.15266405,4.001679935,6.752994051,6.440626341,6.05502714,6.122291871,5.461928435,
World,WLD,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,17.52494705,27.272198,18.5214084,20.67864107,25.61085462,18.34325147,19.37048066,21.03402268,27.9193456,32.30864905,25.18122714,18.93524487,13.9000834,10.62164084,10.74951471,9.863176877,8.720745782,10.07365033,6.571965514,5.764005923,5.435740649,4.6407707,5.743868219,,,,,5.500908659,3.949780856,4.558777858,3.700675937,4.166898538,4.695398961,5.032718571,5.553767807,5.823481938,6.256528689,8.306577766,9.785045754,10.31989273,10.96014964,11.71469192,10.51236388,19.49902462,16.34314494,20.51299304,10.3517317,
Kosovo,XKX,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312478828,0.396517926,0.441448401,0.292255479,4.625372021,25.52023764,8.106446931,6.701088393,7.280410693,8.110133103,7.945547183,9.993889186,12.25209372,8.946826786,10.62488866,10.02299247,18.75826703,11.78151832,7.660213437,5.503594888,
"Yemen, Rep.",YEM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.06795105,14.85802042,10.44423095,8.753226764,5.384212496,4.638856725,3.476464756,3.838012622,11.2483562,6.618527753,5.89149095,6.998786009,4.409878344,4.083524089,4.377395446,3.064783251,2.891651487,3.347764503,2.707968501,3.643762098,2.755570717,2.634953456,2.706627672,2.826602795,3.841103447,18.94460373,14.56295503,,,,,,,,
South Africa,ZAF,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.367589301,9.541043153,11.58376383,17.23319024,12.17172773,12.50061299,10.18216024,11.63804595,13.31701292,8.792383415,6.623450239,6.792797174,9.011722284,4.561785014,6.387893562,6.37613521,5.911450764,5.074043144,8.598799925,11.21301591,8.565674747,25.99049652,14.79351114,13.47767706,24.33139708,18.73267809,27.26538094,18.73574098,18.73339285,16.79745577,
Zambia,ZMB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,31.19185592,22.10786668,25.3540083,36.04232154,31.10130266,29.11553571,24.98195779,15.72413986,52.07646529,18.99097651,15.10453444,13.3158514,14.7332702,46.87526417,,,,,,19.3717622,21.03480946,16.48486954,21.2460858,17.37743346,19.79278136,43.57491623,22.25227699,10.00815788,3.182952159,2.38095616,2.91389072,3.463058079,1.935973319,2.399254284,2.294168701,3.050384784,3.944447395,7.029518912,10.4707188,9.923152519,13.72587762,32.85293429,23.81771508,14.66994395,11.7469653,8.237861646,
Zimbabwe,ZWE,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,0.589837099,0.809474833,1.182952788,3.802374238,6.42724663,13.21701888,36.90780806,26.15924073,29.04564061,31.13905535,32.34294706,28.53258986,22.47659768,23.24804427,23.24759417,32.48793306,31.18364121,25.47703411,,,,,,,,,,,,,,,6.57049763,10.94103528,23.67098575,17.21090148,14.12168584,12.70808556,16.8000177,30.58524062,15.49972297,11.68080189,30.23723452,18.68167769,9.229216671,6.088641033,15.26936874,
